romanization_key	word_id	confidence
paebi	6042	0.5
peebi	6042	0.333
pehbee	6042	0.25
cevayagegeco	6043	1.0
caevayagegeco	6043	0.5
cevayageegeco	6043	0.333
cevayaagegeco	6043	0.25
jiqufar	6044	1.0
jiqufaar	6044	0.5
jyqoofar	6044	0.333
jyqufar	6044	0.25
deho	6045	1.0
dehho	6045	0.5
dehoo	6045	0.333
dehhoh	6045	0.25
pavenocaganofow	6046	1.0
pavenochaganofow	6046	0.5
pavenoocaganofow	6046	0.333
pavenocaganoforw	6046	0.25
rexecaqikib	6047	1.0
reexecaqikib	6047	0.5
rexecaaqikib	6047	0.333
rexehcaqikib	6047	0.25
tifizelohicev	6048	1.0
tifizelohhicev	6048	0.5
thifizelohicev	6048	0.333
tifizelohicaev	6048	0.25
tyfiizelohicev	6048	0.2
gibolo	6049	1.0
giibolo	6049	0.5
gibolor	6049	0.333
giboolo	6049	0.25
giiboolo	6049	0.2
zujavomu	6050	1.0
zujavomoo	6050	0.5
zuujavomu	6050	0.333
zujahvomu	6050	0.25
fomize	6051	1.0
fomyze	6051	0.5
fohmize	6051	0.333
fomizae	6051	0.25
cadovubofimazo	6052	1.0
cadovubofymazoh	6052	0.5
cadovuborfimazo	6052	0.333
cadovubofiimazo	6052	0.25
jadovubofimazo	6052	0.2
xudodo	6053	1.0
xuudodo	6053	0.5
xudodoo	6053	0.333
gahabu	6054	1.0
gahabuu	6054	0.5
gahaabu	6054	0.333
gaahahbu	6054	0.25
fofazofebisij	6055	1.0
fofaazofebisij	6055	0.5
fofazoofebisij	6055	0.333
fofazofebiisij	6055	0.25
rojugumayone	6056	1.0
rojugumayoneh	6056	0.5
rojugumayonee	6056	0.333
rojoogumayone	6056	0.25
rojuugumayone	6056	0.2
bikoyodicoh	6057	1.0
bikoyodichoh	6057	0.5
bikoyodycoh	6057	0.333
bikhoyohdicoh	6057	0.25
soyebahete	6058	1.0
sohyebahete	6058	0.5
soyebahede	6058	0.333
zoyebahaete	6058	0.25
voye	6059	1.0
voyeh	6059	0.5
vohye	6059	0.333
rabi	6060	1.0
rabee	6060	0.5
rabii	6060	0.333
raabi	6060	0.25
lojohu	6061	1.0
lojohuu	6061	0.5
loojohu	6061	0.333
lojohoo	6061	0.25
lojoohu	6061	0.2
jekehox	6062	1.0
jeekehox	6062	0.5
jekeehox	6062	0.333
jekhehox	6062	0.25
jekehorx	6062	0.2
gek	6063	1.0
geek	6063	0.5
gekh	6063	0.333
rasakah	6064	1.0
rasaakah	6064	0.5
raasakah	6064	0.333
levikek	6065	1.0
leveekeg	6065	0.5
levikhek	6065	0.333
levikeek	6065	0.25
levikekh	6065	0.2
gixiw	6066	1.0
giixiw	6066	0.5
geexiw	6066	0.333
tafade	6067	1.0
tafahde	6067	0.5
thafade	6067	0.333
tafaade	6067	0.25
meriy	6068	1.0
meryy	6068	0.5
mereey	6068	0.333
jahehihuwejuvum	6069	1.0
jahehyhuwejuvum	6069	0.5
jahehihuwejuvuum	6069	0.333
jahehihuwejuuvum	6069	0.25
jahehihuwehjuvum	6069	0.2
wulifoweyoz	6070	1.0
wulifohweyoz	6070	0.5
wulyfohweyoz	6070	0.333
woolifoweyoz	6070	0.25
wuleefoweyoz	6070	0.2
gaq	6071	1.0
gahq	6071	0.5
gaaq	6071	0.333
timidawefaniji	6072	1.0
timidawefanijii	6072	0.5
timidahwefanijee	6072	0.333
neqinejiquyil	6073	1.0
neqinejiquyyl	6073	0.5
neqinejiquuyil	6073	0.333
neqynejiquyil	6073	0.25
neqinejyquyil	6073	0.2
fihikemekera	6074	1.0
fihikehmekehra	6074	0.5
fihikheemekera	6074	0.333
feehikemekera	6074	0.25
fihikemegehra	6074	0.2
cuxoq	6075	1.0
cuxorq	6075	0.5
juxoq	6075	0.333
jolekoh	6076	1.0
jorlekoh	6076	0.5
johlekorh	6076	0.333
jolekooh	6076	0.25
xelifu	6077	1.0
xelifoo	6077	0.5
xelyfu	6077	0.333
gosutokit	6078	1.0
gosuutokit	6078	0.5
gorsutokiit	6078	0.333
gorsutokit	6078	0.25
pucec	6079	1.0
puucej	6079	0.5
pujec	6079	0.333
muxeno	6080	1.0
muxaenoh	6080	0.5
muxenor	6080	0.333
muxehno	6080	0.25
muuxeno	6080	0.2
xexe	6081	1.0
xehxe	6081	0.5
xaexeh	6081	0.333
xexee	6081	0.25
fetimovisubobu	6082	1.0
fetimovisuubobu	6082	0.5
fethimovisubobu	6082	0.333
fetimovizubobu	6082	0.25
dojiha	6083	1.0
doojiha	6083	0.5
dojihaa	6083	0.333
kuname	6084	1.0
kunamae	6084	0.5
kunaame	6084	0.333
wacohi	6085	1.0
waacohi	6085	0.5
wachohi	6085	0.333
wacohy	6085	0.25
kogakalatipewo	6086	1.0
kogakalateepewo	6086	0.5
kogakaalatipewo	6086	0.333
hugisacezevoqu	6087	1.0
hugysacezevoqu	6087	0.5
hugisacehzevohqu	6087	0.333
siqadiv	6088	1.0
siqaadiv	6088	0.5
siqadyv	6088	0.333
syqadiv	6088	0.25
govacusosajuka	6089	1.0
govacuusorsajuka	6089	0.5
govacusosajuuka	6089	0.333
govachusosajuka	6089	0.25
lamazasizipiris	6090	1.0
lamazasiizipiris	6090	0.5
lamazazizipiris	6090	0.333
viyiridos	6091	1.0
viyiridoz	6091	0.5
viyyridosh	6091	0.333
viyiridosh	6091	0.25
pabapef	6092	1.0
pahbapef	6092	0.5
pabahpef	6092	0.333
hon	6093	1.0
horn	6093	0.5
hoon	6093	0.333
votuveqak	6094	1.0
votuuveqak	6094	0.5
votuveqakh	6094	0.333
nicecowizup	6095	1.0
nicecorwizuph	6095	0.5
nicecohwizub	6095	0.333
dih	6096	1.0
deeh	6096	0.5
diih	6096	0.333
bofuhape	6097	1.0
bofuhabe	6097	0.5
bofuuhape	6097	0.333
buhejige	6098	1.0
buuhejige	6098	0.5
buhejeege	6098	0.333
buhejiigee	6098	0.25
buheejiige	6098	0.2
qocejo	6099	1.0
qohcejo	6099	0.5
qorcejo	6099	0.333
qoocejo	6099	0.25
gutigekig	6100	1.0
gutigekeeg	6100	0.5
gutigeekig	6100	0.333
zikexore	6101	1.0
zikexohre	6101	0.5
zikexorae	6101	0.333
zeekexore	6101	0.25
zikeexore	6101	0.2
jetedat	6102	1.0
jetehdat	6102	0.5
jededat	6102	0.333
jaetedat	6102	0.25
dujat	6103	1.0
dujaht	6103	0.5
doojat	6103	0.333
dujad	6103	0.25
vajube	6104	1.0
vaajuube	6104	0.5
vaajube	6104	0.333
vajuube	6104	0.25
vahjube	6104	0.2
neralosogo	6105	1.0
nerahlosogo	6105	0.5
neraloosogo	6105	0.333
lecigesaq	6106	1.0
lecigeshaq	6106	0.5
lecigehsaq	6106	0.333
leciigesaq	6106	0.25
lecigehsaaq	6106	0.2
pikaziviq	6107	1.0
pikhaziviq	6107	0.5
phikazivyq	6107	0.333
fapuqoboriz	6108	1.0
fapooqoboriz	6108	0.5
fapuqohboriz	6108	0.333
fapuqobooriz	6108	0.25
jeconucohej	6109	1.0
jeconucoheej	6109	0.5
jeconuucohej	6109	0.333
jecohnucohej	6109	0.25
jeconoocohej	6109	0.2
yuvukivak	6110	1.0
yuuvukivak	6110	0.5
yuvukyvak	6110	0.333
yuvukivaakh	6110	0.25
saziyavepul	6111	1.0
saziyavephul	6111	0.5
saziiyavepul	6111	0.333
saziyahvepul	6111	0.25
saziyavepuul	6111	0.2
juzarelafa	6112	1.0
juzarelahfa	6112	0.5
juzaraelafa	6112	0.333
juzaarelafa	6112	0.25
haxahusowud	6113	1.0
haxahuusowud	6113	0.5
haxahusorwud	6113	0.333
haxahhusowud	6113	0.25
haxahusowuud	6113	0.2
vofabekoxevoq	6114	1.0
vofabekoxeevoq	6114	0.5
vofabekohxevoq	6114	0.333
vofabekoxehvoq	6114	0.25
vofahbekoxevoq	6114	0.2
xubiquduzatiliw	6115	1.0
xubeequduzatiliw	6115	0.5
xubiquduzatiiliw	6115	0.333
xubiquduzatileew	6115	0.25
xubiqudoozatiliw	6115	0.2
kuyu	6116	1.0
kooyu	6116	0.5
kuyoo	6116	0.333
nakixoriwa	6117	1.0
nakixohriwa	6117	0.5
nakyxoriwa	6117	0.333
boxewerebivoga	6118	1.0
boxewehrebivoga	6118	0.5
boxewaerebivoga	6118	0.333
boxewerebivohga	6118	0.25
boxaewerebivoga	6118	0.2
sonena	6119	1.0
sonehna	6119	0.5
sonaena	6119	0.333
xedaceta	6120	1.0
xedacheeta	6120	0.5
xedaceetah	6120	0.333
tosayuxekowodub	6121	1.0
dosayuxekowodub	6121	0.5
tosayuxekohwodub	6121	0.333
tosayuxaekowodub	6121	0.25
thosayuuxekowodub	6121	0.2
raporebabapukim	6122	1.0
rapoorebabapukim	6122	0.5
raporeebabapukim	6122	0.333
raporebaabapukim	6122	0.25
kitogejok	6123	1.0
kitogejokh	6123	0.5
kitohgejok	6123	0.333
bayecubalax	6124	1.0
bayejubalax	6124	0.5
bayechubalax	6124	0.333
bayecubalaax	6124	0.25
sirul	6125	1.0
syrul	6125	0.5
shirul	6125	0.333
sirool	6125	0.25
zegezofema	6126	1.0
zegezohfema	6126	0.5
zegehzofema	6126	0.333
zaegezofeema	6126	0.25
zegezofehma	6126	0.2
disixuhaxi	6127	1.0
disixuhaxii	6127	0.5
disixuuhaxi	6127	0.333
zibiyededu	6128	1.0
zibiyaededu	6128	0.5
zibiyedehdoo	6128	0.333
zibiyededoo	6128	0.25
zibyyededu	6128	0.2
diguqatoyifolo	6129	1.0
diguqaatooyifolo	6129	0.5
diguuqatoyifolo	6129	0.333
diguqatoyiforlo	6129	0.25
dyguqatoyifohlo	6129	0.2
zajow	6130	1.0
zajohw	6130	0.5
zahjow	6130	0.333
zajorw	6130	0.25
zaliha	6131	1.0
zaliiha	6131	0.5
zalihah	6131	0.333
coreyud	6132	1.0
corehyud	6132	0.5
jooreyud	6132	0.333
choreyud	6132	0.25
fixiqizariwum	6133	1.0
fixiiqyzariwum	6133	0.5
fyxiqizariwum	6133	0.333
yutiraq	6134	1.0
yutirahq	6134	0.5
yootiraq	6134	0.333
yuteeraq	6134	0.25
sixobun	6135	1.0
syxobun	6135	0.5
seexobun	6135	0.333
shixoobun	6135	0.25
siixobun	6135	0.2
falofakejakul	6136	1.0
falofakejakool	6136	0.5
falofakaejakul	6136	0.333
falofaakejakul	6136	0.25
falofakejaakul	6136	0.2
recufezenigi	6137	1.0
recufehzenigi	6137	0.5
recufaezenigy	6137	0.333
kegofusuxuteci	6138	1.0
kegofuzuxuuteci	6138	0.5
kaegofusuxuteci	6138	0.333
kegofusuxutecii	6138	0.25
mopafawelela	6139	1.0
mopafawaelela	6139	0.5
mopafawelehla	6139	0.333
yusixivose	6140	1.0
yusixiivosae	6140	0.5
yoosixivose	6140	0.333
hakisuwo	6141	1.0
hahkisuuwo	6141	0.5
hagisuwo	6141	0.333
hakheesuwo	6141	0.25
kogomuyeq	6142	1.0
koogoomuyeq	6142	0.5
khogomuyeq	6142	0.333
kogomooyeq	6142	0.25
kogoomuyeq	6142	0.2
kevagifozeduci	6143	1.0
kevagifozeduuci	6143	0.5
kevagifozaeduci	6143	0.333
kevagiifozeduci	6143	0.25
vefazim	6144	1.0
vehfazim	6144	0.5
vefaazim	6144	0.333
vefahzim	6144	0.25
wuhihevociyoge	6145	1.0
wuhihevocyyoge	6145	0.5
wuhihevociyogee	6145	0.333
wuhiheevociyoge	6145	0.25
yalokesawavipog	6146	1.0
yalokesawaavipog	6146	0.5
yahlogesawavipog	6146	0.333
yalokezawavipog	6146	0.25
yalokesaawahvipog	6146	0.2
qob	6147	1.0
qohb	6147	0.5
mariyoyiyezeh	6148	1.0
mariyoyiyaezeh	6148	0.5
mariyoyyyezeh	6148	0.333
mahriyoyiiyezeh	6148	0.25
maariyoyeeyezeh	6148	0.2
boki	6149	1.0
bokii	6149	0.5
bokhii	6149	0.333
booki	6149	0.25
bokhi	6149	0.2
vejesotoyu	6150	1.0
vejesotohyoo	6150	0.5
vejeshotoyu	6150	0.333
vejesortoyu	6150	0.25
vaejesothoyu	6150	0.2
hijazaq	6151	1.0
hyjazaq	6151	0.5
heejazahq	6151	0.333
sahohi	6152	1.0
sahhohi	6152	0.5
sahohhi	6152	0.333
sahohee	6152	0.25
zahohi	6152	0.2
togawirinozupi	6153	1.0
togawireenozupi	6153	0.5
togawirinozuupi	6153	0.333
togahwirinozupi	6153	0.25
tozuvo	6154	1.0
toozuvo	6154	0.5
tozuvoo	6154	0.333
japiho	6155	1.0
japiiho	6155	0.5
japyho	6155	0.333
jaapiho	6155	0.25
nisafahuy	6156	1.0
nisafahooy	6156	0.5
nisafahuuy	6156	0.333
niisafahuy	6156	0.25
jaba	6157	1.0
jaaba	6157	0.5
jahba	6157	0.333
jabah	6157	0.25
jaabah	6157	0.2
mumiqob	6158	1.0
mumiqohb	6158	0.5
mumyqob	6158	0.333
mumiqorb	6158	0.25
layawowakomiwoj	6159	1.0
layawowakomiiwooj	6159	0.5
laayawowakomiwoj	6159	0.333
lahyawowakomiwoj	6159	0.25
layawowahkomiwoj	6159	0.2
xadusegazahudiw	6160	1.0
xadusegazaahudiw	6160	0.5
xahdusegazahudiw	6160	0.333
xaduzegazahudiw	6160	0.25
mifezipunozor	6161	1.0
mifeziphunozor	6161	0.5
mifeziipunozor	6161	0.333
mifehzipunozohr	6161	0.25
hugotafejal	6162	1.0
hugotafejahl	6162	0.5
hugohtafejal	6162	0.333
hoogotafejal	6162	0.25
hugortafejal	6162	0.2
xalimo	6163	1.0
xaleemor	6163	0.5
xalymo	6163	0.333
xamupenam	6164	1.0
xaamupenam	6164	0.5
xahmuphenam	6164	0.333
xahmupenam	6164	0.25
bepaqohaboqe	6165	1.0
bepahqohaboqe	6165	0.5
beepaqohaboqe	6165	0.333
zex	6166	1.0
zeex	6166	0.5
zaex	6166	0.333
zehx	6166	0.25
docilu	6167	1.0
dociluu	6167	0.5
dohcilu	6167	0.333
dociloo	6167	0.25
dooceelu	6167	0.2
vevus	6168	1.0
vevoos	6168	0.5
vevush	6168	0.333
ledagojizisexa	6169	1.0
ledagojizishexa	6169	0.5
leedagohjizisexa	6169	0.333
lehdagojizisexa	6169	0.25
ledahgojizisexa	6169	0.2
keculuzojawat	6170	1.0
keculoozojawat	6170	0.5
keculuzojawath	6170	0.333
kecuuluzojahwat	6170	0.25
remogayuvimun	6171	1.0
remoogayuvimun	6171	0.5
remogahyuvimun	6171	0.333
remogayuvimuun	6171	0.25
sijijob	6172	1.0
zijijob	6172	0.5
sijijohb	6172	0.333
sijyjob	6172	0.25
yefifomosupig	6173	1.0
yefeefomosupig	6173	0.5
yefifomosupyg	6173	0.333
xuxax	6174	1.0
xuxahx	6174	0.5
xooxax	6174	0.333
xuuxax	6174	0.25
nixipofu	6175	1.0
nixybofu	6175	0.5
nixiipofu	6175	0.333
nixipoofu	6175	0.25
niixeepofu	6175	0.2
cataxabuvupase	6176	1.0
cataxabuvupaze	6176	0.5
cataxabuvupashe	6176	0.333
cataxabuvuupase	6176	0.25
cataxabuvubase	6176	0.2
bak	6177	1.0
bakh	6177	0.5
baak	6177	0.333
bahk	6177	0.25
bahg	6177	0.2
sekabeyenunugiy	6178	1.0
sekabeyenuunoogiy	6178	0.5
sekabeyaenunugiy	6178	0.333
sekaabeyenunugiy	6178	0.25
sekabeyenunuugiy	6178	0.2
bitiqesugoci	6179	1.0
bitiqesugochi	6179	0.5
bitiqesugocy	6179	0.333
bitiiqesugoci	6179	0.25
biitiqesugoci	6179	0.2
totavaqoherijo	6180	1.0
tohthavaqoherijo	6180	0.5
totavaqorherijo	6180	0.333
dotavaqoherijo	6180	0.25
totavaqohherijo	6180	0.2
jivebababo	6181	1.0
jivebabahbo	6181	0.5
jivebababoh	6181	0.333
jivebababor	6181	0.25
jeevebababoh	6181	0.2
wig	6182	1.0
weeg	6182	0.5
tica	6183	1.0
ticha	6183	0.5
tija	6183	0.333
teeca	6183	0.25
ticah	6183	0.2
vixokikeqozevuj	6184	1.0
vixokiikeqozevuj	6184	0.5
vixokikaeqozevuj	6184	0.333
kunedolo	6185	1.0
kuunedolo	6185	0.5
kunehdolo	6185	0.333
qivijepa	6186	1.0
qivijepah	6186	0.5
qivijeepa	6186	0.333
qyvijepa	6186	0.25
qiveejepa	6186	0.2
habadasomot	6187	1.0
habadahsomot	6187	0.5
habadasoomot	6187	0.333
hahbadasomot	6187	0.25
zezilivodega	6188	1.0
zezilivodegaa	6188	0.5
zeziilivodega	6188	0.333
zezileevodega	6188	0.25
fuy	6189	1.0
fuuy	6189	0.5
fooy	6189	0.333
jotuwa	6190	1.0
jotuwah	6190	0.5
jotuuwa	6190	0.333
jotuwaa	6190	0.25
qeda	6191	1.0
qeeda	6191	0.5
qedaa	6191	0.333
qedah	6191	0.25
qehda	6191	0.2
yazaki	6192	1.0
yazahki	6192	0.5
yaazaki	6192	0.333
yazakee	6192	0.25
posujugexucikel	6193	1.0
phosujugexucikel	6193	0.5
pohsujugexucikel	6193	0.333
posujugexuceekel	6193	0.25
yevubojeme	6194	1.0
yevubojemeh	6194	0.5
yevuubojeme	6194	0.333
hoq	6195	1.0
horq	6195	0.5
hooq	6195	0.333
laniwon	6196	1.0
laniwoon	6196	0.5
laaniwon	6196	0.333
licuxa	6197	1.0
licooxa	6197	0.5
licuuxa	6197	0.333
licuxaa	6197	0.25
duw	6198	1.0
doow	6198	0.5
duuw	6198	0.333
vovunokufejuqim	6199	1.0
vovunokufejuqym	6199	0.5
vovoonokufejuqim	6199	0.333
voovunokufejuqim	6199	0.25
paj	6200	1.0
paaj	6200	0.5
baj	6200	0.333
baaj	6200	0.25
rarupu	6201	1.0
rarubu	6201	0.5
rarupoo	6201	0.333
rarupuu	6201	0.25
qomix	6202	1.0
qormix	6202	0.5
qomyx	6202	0.333
qomeex	6202	0.25
bifusonogurebaz	6203	1.0
bifusonogurebaaz	6203	0.5
bifoosonogurebaz	6203	0.333
bifusonogureebaz	6203	0.25
byfusonogurebaz	6203	0.2
quk	6204	1.0
qook	6204	0.5
quuk	6204	0.333
qazuhota	6205	1.0
qazuhotah	6205	0.5
qazuhotha	6205	0.333
qahzuhota	6205	0.25
qazuhorta	6205	0.2
ponujoboy	6206	1.0
ponoojoboy	6206	0.5
pohnujoboy	6206	0.333
bihoc	6207	1.0
bihohc	6207	0.5
beehoc	6207	0.333
cami	6208	1.0
chami	6208	0.5
cahmi	6208	0.333
nolerifofor	6209	1.0
nolaerifoforr	6209	0.5
nolerifohfor	6209	0.333
zunedibazu	6210	1.0
zunediibazu	6210	0.5
zoonedibazu	6210	0.333
morubotucileg	6211	1.0
moruboducileg	6211	0.5
morubotoocileg	6211	0.333
hemebe	6212	1.0
hemeebe	6212	0.5
hemebee	6212	0.333
hehmebe	6212	0.25
haemebe	6212	0.2
jinomakuqobu	6213	1.0
jeenomakuqoobu	6213	0.5
jinomaakuqobu	6213	0.333
jiinomakuqohbu	6213	0.25
xig	6214	1.0
xeeg	6214	0.5
xyg	6214	0.333
qiwonarinubovoj	6215	1.0
qiwonareenubovoj	6215	0.5
qiwonaarinubovoj	6215	0.333
zoreleli	6216	1.0
zorreleli	6216	0.5
zorelehli	6216	0.333
zorehleli	6216	0.25
zoraeleli	6216	0.2
wibaqujovoyena	6217	1.0
wibaaqujovoyena	6217	0.5
wibaqujovohyena	6217	0.333
posopakuve	6218	1.0
posopahkuve	6218	0.5
posopakoove	6218	0.333
bosopakuve	6218	0.25
sujuhepixegow	6219	1.0
sujuhepixegorw	6219	0.5
sujuhepeexegow	6219	0.333
sujuuhepixegow	6219	0.25
sujuhebixegow	6219	0.2
loxizoleritow	6220	1.0
loxizoolerytow	6220	0.5
loxizolereetow	6220	0.333
wexad	6221	1.0
wexahd	6221	0.5
waexad	6221	0.333
seruzogiwakolo	6222	1.0
seruzogiwakoloh	6222	0.5
seruzogywakolo	6222	0.333
navepapibewoy	6223	1.0
navepaapibewoy	6223	0.5
navepapibewohy	6223	0.333
nahvepapibewoy	6223	0.25
navepapibewory	6223	0.2
sahuwiguvixez	6224	1.0
sahuwiguuvixez	6224	0.5
sahuwiguveexez	6224	0.333
sahhuwiguvixez	6224	0.25
cefefahanayelo	6225	1.0
cefefahanahyelo	6225	0.5
cefefaahanayelo	6225	0.333
cefefahanayaelo	6225	0.25
cefehfahanayeelo	6225	0.2
befilutecerasu	6226	1.0
befylutecerahsu	6226	0.5
befilutehcerasu	6226	0.333
befiluteceerasu	6226	0.25
baefilutecerasu	6226	0.2
tahalezemaso	6227	1.0
tahhalezemaso	6227	0.5
tahahlezemaso	6227	0.333
yotoloyizecu	6228	1.0
yotolohyizecu	6228	0.5
yotoloyiizaecu	6228	0.333
yotoloyizeecu	6228	0.25
yodoloyiizecu	6228	0.2
zosey	6229	1.0
zosaey	6229	0.5
zoseey	6229	0.333
zera	6230	1.0
zerah	6230	0.5
zaera	6230	0.333
zehra	6230	0.25
depagiz	6231	1.0
dehpagiz	6231	0.5
debagiz	6231	0.333
depageez	6231	0.25
dephaagiz	6231	0.2
vogexagitovey	6232	1.0
vogexagidovey	6232	0.5
vogexagytovey	6232	0.333
vogexaagitovey	6232	0.25
vogexagitorvey	6232	0.2
xovapuwe	6233	1.0
xohvapuwe	6233	0.5
xovapuuwe	6233	0.333
gehuxixodisih	6234	1.0
gehuxixohdisih	6234	0.5
gaehuxixodisih	6234	0.333
gehuuxixodisih	6234	0.25
gehuxixodizih	6234	0.2
jocorodinagosug	6235	1.0
jocorodinagosoog	6235	0.5
johcorodinagosug	6235	0.333
gagikiceranub	6236	1.0
gahgikeeceranub	6236	0.5
gagikiceranuub	6236	0.333
gagikiceranoob	6236	0.25
vepaducutaki	6237	1.0
vepahducutaki	6237	0.5
vepaduucuutaki	6237	0.333
vepaducutagi	6237	0.25
rohamixipokuz	6238	1.0
rorhamixipokuz	6238	0.5
rohamixipokooz	6238	0.333
rohameexipokuz	6238	0.25
doxawilagugam	6239	1.0
doxawylagugam	6239	0.5
dooxawilagugam	6239	0.333
daberitefu	6240	1.0
daaberitefu	6240	0.5
dahberitefu	6240	0.333
qagu	6241	1.0
qahguu	6241	0.5
qaguu	6241	0.333
qaagu	6241	0.25
koyadil	6242	1.0
koyadiil	6242	0.5
kooyadil	6242	0.333
darot	6243	1.0
daroot	6243	0.5
dahrot	6243	0.333
darort	6243	0.25
yobodocexer	6244	1.0
yobodocehxer	6244	0.5
yoboodocexer	6244	0.333
yobordocexer	6244	0.25
supaqazidaqiqi	6245	1.0
supaqazidaaqiqi	6245	0.5
supaaqazidaqiqi	6245	0.333
shupaqazidaaqiqi	6245	0.25
supaqazidaqiqee	6245	0.2
sohekewuleco	6246	1.0
sohekewooleco	6246	0.5
sorhekewuleco	6246	0.333
monat	6247	1.0
monath	6247	0.5
mohnaat	6247	0.333
mornat	6247	0.25
bucayuyetixenec	6248	1.0
bucayooyeteexenec	6248	0.5
bujayuyetixenec	6248	0.333
bucayuyetixehnec	6248	0.25
boocayuyetixenec	6248	0.2
wab	6249	1.0
waab	6249	0.5
wahb	6249	0.333
tacisijiguxohaq	6250	1.0
tacisiijiguxohaq	6250	0.5
tacisijiguxohhaq	6250	0.333
tacisijiguxohahq	6250	0.25
zowoy	6251	1.0
zowooy	6251	0.5
zowohy	6251	0.333
zawipozujitic	6252	1.0
zawypozujitic	6252	0.5
zawiporzujitic	6252	0.333
nay	6253	1.0
naay	6253	0.5
nahy	6253	0.333
xoneg	6254	1.0
xonaeg	6254	0.5
xonehg	6254	0.333
xorneg	6254	0.25
jakaxaqapativol	6255	1.0
jakaxaqaphativol	6255	0.5
jahkaxaqapativol	6255	0.333
jakaxaqahpativol	6255	0.25
jakaxaqapahtivool	6255	0.2
kudegig	6256	1.0
gudegig	6256	0.5
kudehgig	6256	0.333
khudegig	6256	0.25
kajabolu	6257	1.0
kaajaabolu	6257	0.5
kajaboluu	6257	0.333
khajaboloo	6257	0.25
cuy	6258	1.0
cooy	6258	0.5
juy	6258	0.333
chuy	6258	0.25
cijuziqizaqe	6259	1.0
cijuziqizaqeh	6259	0.5
jijuziqizaqe	6259	0.333
cijuziqizaqae	6259	0.25
cijuziqizahqe	6259	0.2
qayi	6260	1.0
qayee	6260	0.5
qayy	6260	0.333
qaayi	6260	0.25
xatiruli	6261	1.0
xatirulii	6261	0.5
xahtiruli	6261	0.333
xatirulee	6261	0.25
xaatiruli	6261	0.2
sorurowevunimij	6262	1.0
shorurowevunimij	6262	0.5
soroorowevunimij	6262	0.333
sorurorwevunymij	6262	0.25
sorurowevuunimij	6262	0.2
wefaletodan	6263	1.0
wefaaletodan	6263	0.5
wefalehtodan	6263	0.333
wehfaletodan	6263	0.25
wefaledodan	6263	0.2
bubahopis	6264	1.0
bubahopish	6264	0.5
buubahopis	6264	0.333
bubahhopish	6264	0.25
suluweh	6265	1.0
zuluweh	6265	0.5
suluwehh	6265	0.333
haxujifeyabi	6266	1.0
haxujifeyahbi	6266	0.5
haxoojifeyabi	6266	0.333
hahxujifeeyabi	6266	0.25
vejisalenijuva	6267	1.0
veejisalenijuva	6267	0.5
vejisaalenijuva	6267	0.333
vejizalenijuva	6267	0.25
pepiwozoduma	6268	1.0
pepeewozoduma	6268	0.5
pepiwohzoduuma	6268	0.333
pepiwozoduuma	6268	0.25
wij	6269	1.0
weej	6269	0.5
cebaqehuhiwujul	6270	1.0
cebaqehhuhiwujul	6270	0.5
cebaaqehuhiwujul	6270	0.333
giq	6271	1.0
giiq	6271	0.5
gyq	6271	0.333
geeq	6271	0.25
qok	6272	1.0
qog	6272	0.5
qork	6272	0.333
ladivodoyimi	6273	1.0
ladivodooyimi	6273	0.5
ladivodoyimii	6273	0.333
sanudoduxegaz	6274	1.0
sanudodooxegaz	6274	0.5
sanudoduxegaaz	6274	0.333
sanudoduxegahz	6274	0.25
sanudooduxegaz	6274	0.2
lawesuru	6275	1.0
laawesuru	6275	0.5
lahwesuru	6275	0.333
lawesuuru	6275	0.25
lawesuroo	6275	0.2
resujitayerak	6276	1.0
resujitayerakh	6276	0.5
resujitaayerak	6276	0.333
resujiitayerak	6276	0.25
pejofetedibutev	6277	1.0
pejofetedibutaev	6277	0.5
pejofededibutev	6277	0.333
phejofetediibutev	6277	0.25
pejohfetedibutev	6277	0.2
zis	6278	1.0
ziis	6278	0.5
ziz	6278	0.333
zees	6278	0.25
goqakosiyep	6279	1.0
goqakohsyyep	6279	0.5
goqakosiyeph	6279	0.333
goqakosiiyep	6279	0.25
niv	6280	1.0
niiv	6280	0.5
neev	6280	0.333
yenetocu	6281	1.0
yeenetocu	6281	0.5
yenetorcuu	6281	0.333
yenetorcu	6281	0.25
vic	6282	1.0
vyc	6282	0.5
viic	6282	0.333
vich	6282	0.25
dibuho	6283	1.0
dibuuho	6283	0.5
dybuho	6283	0.333
dibuhoh	6283	0.25
vofimok	6284	1.0
vofeemork	6284	0.5
voofimok	6284	0.333
quyeyenawogi	6285	1.0
quyeyenawogee	6285	0.5
quyeyehnawogi	6285	0.333
quyehyenawogi	6285	0.25
zujumibux	6286	1.0
zuujumibux	6286	0.5
jomegokacicaw	6287	1.0
jomegohkacicaw	6287	0.5
jomegogacicaw	6287	0.333
hovi	6288	1.0
hohvi	6288	0.5
hovii	6288	0.333
hovee	6288	0.25
biso	6289	1.0
bisor	6289	0.5
bisoh	6289	0.333
biiso	6289	0.25
gukixoxafid	6290	1.0
gookixoxafid	6290	0.5
gugixoxafid	6290	0.333
nagicenogoqup	6291	1.0
nagiicenogoqup	6291	0.5
nagycenogoqup	6291	0.333
nagicenoogoqup	6291	0.25
nagijenogoqup	6291	0.2
pehabafugubage	6292	1.0
pehabafugoobage	6292	0.5
pehabafugubaage	6292	0.333
keceqayoqapa	6293	1.0
